text,image_path,label
"CHÚC MỪNG SINH NHẬT BÁC HỒ KÍNH YÊU (19/5/1890-19/5/2025) Hôm nay, kỷ niệm 135 năm Ngày sinh Chủ tịch Hồ Chí Minh - lãnh tụ thiên tài, người thầy vĩ đại của cách mạng Việt Nam, Anh hùng giải phóng dân tộc, Danh nhân văn hóa thế giới. Người đã hiến dâng cả cuộc đời mình cho độc lập của Tổ quốc và tự do, hạnh phúc của nhân dân. Đời đời nhớ ơn Bác Hồ vĩ đại",anh_67.jpg,0
"4 người thiệt mạng do lũ quét ở Bắc Kạn rạng sáng nay… Rạng sáng 18/5, trên địa bàn tỉnh Bắc Kạn có mưa vừa, mưa to đến rất to, tập trung tại các huyện Ba Bể, Pác Nặm, Chợ Đồn. Tại hai xã Đồng Phúc và Yến Dương của huyện Ba Bể, lượng mưa đo được trên 214 mm. Mưa lớn và lũ quét làm 4 người thiệt mạng.",anh_68.jpg,0
"TIỀN NHẬN NHƯNG TỘI KHÔNG NHẬN Liên quan đến phiên tòa xét xử vụ án cựu cán bộ Công an phường Nguyễn Văn Hưng và cựu cảnh sát phòng chống mai thúy Hà Minh Đức bảo kê cho bà trùm Nguyễn Thị Kim Hương buôn bán, tiêu thụ 137kg mai thúy. Cựu công an Nguyễn Văn Hưng bị cáo buộc dùng ô tô biển xanh của phường để vận chuyển mai thúy đi cất giấu cho bà trùm Hương Mẩu và được trả thù lao hậu hĩnh. Tuy nhiên tại tòa, cựu công an khai được nhờ chở hộ đồ là tủ, giường và không biết là mai thúy. Thật hiếm có cán bộ công an nào tốt như đồng chí Hưng, lấy xe biển xanh chở hộ đồ đạc cho dân trong thời gian dài. Bình thường dân sơ hở cái gì là các đồng chí đánh hơi được ngay, nhưng chở mai thúy 4,5 năm liền thì không biết, không nhớ gì hết. Dám làm nhưng không dám nhận, hèn như vậy sao bảo vệ được nhân dân. ",anh_69.jpg,2
"Tuyển tập phốt thái độ của Hyeri: Vô lễ với tiền bối SNSD, Beast đến tâm cơ đẩy Han So Hee và tình cũ vào bão drama Trong chuyện tình cảm đầy tranh cãi giữa Han So Hee - Ryu Jun Yeol, Hyeri (bạn gái cũ của tài tử Reply 1988) cũng là nhân vật tâm điểm. Cô bị xem là người châm lửa, khơi mào thị phi đời tư của bạn trai cũ và người yêu mới khi đăng story ẩn ý Thật thú vị. Thái độ cư xử của nữ ca sĩ đối với đời sống tình ái của Ryu Jun Yeol hậu chia tay nhận về nhiều ý kiến trái chiều. Thậm chí có người cho rằng Hyeri chính kẻ phản diện đầy tâm cơ trong vụ việc khi gây ra 1 bãi chiến trường hỗn độn, sau đó bắt người khác chịu trận và dọn dẹp thay cô.Theo truyền thông Hàn Quốc, vụ việc với Han So Hee - Ryu Jun Yeol không phải lần đầu Hyeri vướng scandal ứng xử. Trong quá khứ, cô từng bị chỉ trích dữ dội vì thái độ hành xử ngạo mạn, bất lịch sự với đồng nghiệp trong nghề",anh_70.jpg,1
"Hôm nay tôi cùng gia đình đi trồng cây ở công viên gần nhà. Thật tuyệt khi thấy lũ trẻ hào hứng với thiên nhiên và học được cách yêu quý môi trường",anh_31.jpg,0  
"Có nên bắt buộc học sinh học lập trình từ cấp 1? Nhiều phụ huynh đồng tình, nhưng cũng không ít người phản đối vì áp lực học hành.",anh_101.jpg,1  
"Không có tiền thì không có quyền lên tiếng - cuộc sống là vậy",anh_118.jpg,2  
"Một ngày chủ nhật yên bình với ly cà phê sáng và quyển sách yêu thích. Hạnh phúc đôi khi đến từ những điều giản dị nhất",anh_32.jpg,0  
"Tranh luận về việc nên cho học sinh mặc đồng phục kiểu cũ hay đổi mới hiện đại hơn. Bạn chọn bên nào?",anh_108.jpg,1  
"Đừng tin ai ngoài bản thân mình - thế giới này toàn lũ giả tạo và lợi dụng.",anh_111.jpg,2  
"Chia sẻ với mọi người công thức nấu ăn mới: canh chua cá lóc kiểu miền Tây! Vừa ngon vừa dễ nấu, cả nhà mình đều thích",anh_33.jpg,0  
"Gần đây có nhiều ý kiến trái chiều về việc dùng AI trong giáo dục - hỗ trợ hay thay thế giáo viên?",anh_106.jpg,1  
"Bọn học giỏi toàn giả tạo, chỉ biết 'nịnh' thầy cô để được điểm cao.",anh_113.jpg,2  
"Cây sen đá mình trồng đã ra hoa! Thiên nhiên luôn có cách khiến mình mỉm cười mỗi ngày.",anh_40.jpg,0  
"Một streamer trẻ phát biểu gây tranh cãi về học đại học - 'không cần thiết để thành công'. Bạn nghĩ sao?",anh_110.jpg,1  
"Phụ nữ mà không biết nấu ăn thì đừng nên lấy chồng làm gì.",anh_114.jpg,2  
"Ngắm hoàng hôn ở biển Vũng Tàu - khoảnh khắc thật bình yên giữa những bộn bề cuộc sống.",anh_37.jpg,0  
"Chủ đề tiêm vaccine ngừa HPV đang gây chia rẽ trong phụ huynh: nên tiêm sớm cho trẻ hay đợi đến tuổi trưởng thành?",anh_109.jpg,1  
"Những ai bị trầm cảm thì cứ yếu đuối, chẳng có gì đáng thương",anh_115.jpg,2  
"Tôi vừa hoàn thành buổi chạy 5km sáng nay! Tập thể dục đều đặn giúp mình cảm thấy tràn đầy năng lượng hơn.",anh_34.jpg,0  
"Có nên cấm xe máy ở trung tâm thành phố? Ý kiến trái chiều đang nổ ra gay gắt trên mạng xã hội.",anh_105.jpg,1  
"Bọn nghệ sĩ bây giờ toàn giả tạo, sống ảo, không đáng được tôn trọng.",anh_120.jpg,2  
"Mình đang học đan len, và đây là chiếc khăn đầu tiên mình hoàn thành! Cảm giác tạo ra thứ gì đó bằng tay thật tuyệt vời",anh_38.jpg,0  
"Hôm nay mình thử ăn chay một ngày - và tự hỏi: liệu ăn chay có thực sự tốt hơn cho sức khỏe và môi trường không?",anh_103.jpg,1  
"Không cần học nhiều, cứ biết chém gió là giàu - xã hội bây giờ là thế",anh_116.jpg,2  
"Hôm nay mình giúp bà cụ hàng xóm xách đồ về nhà. Nhận được nụ cười của bà khiến mình thấy ấm lòng.",anh_35.jpg,0  
"Người nổi tiếng có nên công khai chuyện đời tư? Có người bảo họ cũng cần sự riêng tư, có người nói đó là trách nhiệm công chúng.",anh_107.jpg,1  
"Người già rồi thì nên nghỉ ngơi, đừng cố chen vào xã hội trẻ.",anh_117.jpg,2  
"Cùng nhau dọn rác tại bãi biển vào cuối tuần - hoạt động vừa ý nghĩa vừa vui!",anh_39.jpg,0  
"Một số người cho rằng nghỉ hưu ở tuổi 55 là hợp lý, nhưng liệu có phải ai cũng đủ điều kiện kinh tế để nghỉ sớm",anh_102.jpg,1  
"Mấy cái 'sống xanh', bảo vệ môi trường chỉ là trò làm màu.",anh_119.jpg,2  
"Một số mẹo nhỏ để làm việc hiệu quả hơn tại nhà: chia khung giờ rõ ràng, tắt thông báo không cần thiết, và nhớ nghỉ giải lao nhé!",anh_36.jpg,0  
"Tranh cãi quanh việc nghệ sĩ trẻ cover lại các bản hit huyền thoại - tôn vinh hay làm mất giá trị gốc?",anh_104.jpg,1  
"Nếu bạn thất bại, đó là do bạn kém cỏi, đừng đổ lỗi cho xã hội.",anh_112.jpg,2
